studio_staff_num,screenplay_writer_num,#seasons,is_airing,in_seiyuu_rank,author,theme_singer,style,avg_rating,avg_ep_length,character_num,class
109,4,2,0,1,0,Sawano Hiroyuki,運動,4.908401461875107,21.76449332682745,34,bland
145,6,2,0,0,0,Hoshino Gen,戀愛,3.1490227883406767,18.79665858042258,30,bland
117,2,1,0,1,6,Lisa,戀愛,3.6097386600883397,28.410680480957332,40,bland
54,5,2,0,0,3,Sawano Hiroyuki,戰鬥,3.033548354752667,28.855282505658742,34,bland
242,1,1,1,0,6,Sawano Hiroyuki,奇幻,3.5357010746684114,24.871929036592746,31,bland
241,1,1,0,1,8,Lisa,奇幻,2.90650470228822,26.557255648221435,23,bland
291,2,2,0,0,1,Lisa,奇幻,2.6745026433766874,29.298091169621905,28,bland
71,4,2,1,0,8,Lisa,戰鬥,3.6085229316793397,19.62768280181602,31,bland
228,6,4,1,1,9,Hoshino Gen,搞笑,2.7406024207560096,30.093801599164156,22,bland
221,2,1,1,1,1,Mukai Taichi,戰鬥,2.9611031571551134,27.431128108539745,29,bland
189,1,5,1,1,0,Sawano Hiroyuki,致鬱,4.104281721599171,24.04075198319591,24,bland
277,4,5,0,0,2,Kenshi Yonezu,戰鬥,3.6947913569970217,15.747740263156672,27,bland
177,4,1,1,0,8,Sawano Hiroyuki,戰鬥,3.1683500669979097,22.923977789876492,32,bland
244,2,4,0,1,9,Lisa,戰鬥,3.0104144346196122,27.629509747901317,25,bland
209,5,2,0,1,6,Mukai Taichi,懸疑,3.6622009682970833,22.617436924472862,34,bland
295,5,5,0,0,1,Sawano Hiroyuki,致鬱,4.4068422428918925,13.156062503727926,30,bland
171,3,3,0,1,8,Hoshino Gen,奇幻,3.8935299797756913,17.549534142980587,35,bland
215,6,5,0,0,1,Sawano Hiroyuki,致鬱,3.621009372698325,21.97379417610977,19,bland
224,3,5,0,1,7,Mukai Taichi,搞笑,3.0589981967577415,19.61286729115302,33,bland
206,4,5,1,0,3,Sawano Hiroyuki,奇幻,2.7318094937482273,22.418888568843407,28,bland
224,3,5,1,0,2,Lisa,搞笑,3.417772973939428,25.664785335028128,26,bland
177,2,4,0,1,9,Sawano Hiroyuki,懸疑,3.938245645419821,24.271208835533105,27,bland
62,5,1,1,1,1,Lisa,奇幻,3.8618812520805252,20.039138669888736,25,bland
139,3,5,0,0,1,Sawano Hiroyuki,奇幻,3.481868770229551,17.02651117232528,26,bland
97,1,1,0,1,6,Mukai Taichi,戰鬥,3.0932413918567008,33.12007463954899,17,bland
298,3,3,1,0,6,Sawano Hiroyuki,奇幻,3.2367238589743086,16.26620730572026,33,bland
201,3,5,1,0,1,Kenshi Yonezu,戀愛,3.8660574544472106,25.64930478086124,35,bland
88,6,3,1,0,5,Sawano Hiroyuki,奇幻,3.20065830939397,30.67924627097434,24,bland
217,1,3,1,0,6,Sawano Hiroyuki,戰鬥,3.165511413219115,25.675405769678957,34,bland
280,6,1,1,0,4,Sawano Hiroyuki,運動,4.154443633686891,25.05090944368657,28,bland
237,1,3,0,1,6,Mukai Taichi,搞笑,3.489535937128193,27.59219303220722,32,bland
204,6,2,0,0,7,Sawano Hiroyuki,搞笑,3.6617442196978636,29.96110850859013,30,bland
261,4,3,0,1,5,Hoshino Gen,戰鬥,3.35057939886999,27.392295033776563,30,bland
99,2,1,1,0,1,Chico with HoneyWorks,運動,2.7737944937415966,30.571757808666145,25,bland
190,2,4,0,1,8,Kenshi Yonezu,致鬱,3.5242242445868,26.476882566162686,24,bland
281,3,3,0,0,5,Sawano Hiroyuki,運動,3.393144643033686,26.119371415846704,28,bland
111,3,2,0,1,1,Mukai Taichi,戰鬥,3.5937468141784716,13.630335912565204,30,refreshing
170,6,2,1,1,3,Mukai Taichi,戰鬥,4.275566812088255,29.72520352953879,29,bland
187,3,2,1,0,3,Kenshi Yonezu,運動,4.173297045345812,29.628667420939816,29,bland
107,6,2,1,1,7,Sawano Hiroyuki,運動,3.2914674357154703,17.59903140370978,25,bland
178,1,5,0,1,7,Mukai Taichi,搞笑,3.5169817445166056,22.829798711800752,24,bland
166,4,4,0,0,3,Sawano Hiroyuki,戰鬥,3.661791089393789,15.643576510550108,29,bland
78,1,4,0,0,9,Kenshi Yonezu,運動,3.3013402628958506,26.351115592789657,19,bland
125,6,5,1,1,3,Chico with HoneyWorks,懸疑,2.980107429152019,23.219949484233595,21,bland
300,1,4,0,0,6,Sawano Hiroyuki,運動,4.021519162351016,29.182649373780773,33,bland
261,2,3,1,1,0,Mukai Taichi,致鬱,3.440613293489847,25.024747216666977,33,bland
182,3,3,1,1,7,Sawano Hiroyuki,運動,2.6425698384337135,27.74753481961951,29,bland
152,2,4,0,1,3,Lisa,致鬱,3.52598025853528,24.675876368943186,34,bland
70,4,5,1,0,6,Sawano Hiroyuki,懸疑,3.3338400403698163,27.938977557877237,31,bland
193,2,5,0,1,0,Lisa,運動,4.61716099631795,23.335010415107977,34,masterpiece
274,3,1,1,0,4,Sawano Hiroyuki,搞笑,3.09708151715121,30.12306105897087,30,bland
216,5,2,1,1,3,Kenshi Yonezu,運動,4.429689731575125,26.988789656445395,23,bland
241,4,5,0,0,7,Sawano Hiroyuki,運動,2.7369052757156522,23.70071440125344,17,bland
179,2,5,1,1,4,Eve,運動,2.515448093527162,24.517818814538742,21,bland
64,2,1,0,1,2,Lisa,戰鬥,3.5189405583226643,33.99649219391156,39,bland
137,5,4,0,1,9,Sawano Hiroyuki,戰鬥,3.101980042270674,16.52590999891537,32,bland
266,1,2,1,1,3,Chico with HoneyWorks,運動,3.7937056717815256,20.736327438564594,27,bland
295,5,2,1,0,9,Hoshino Gen,運動,3.3281578208747518,19.993056328713866,22,bland
278,3,5,0,1,8,Lisa,搞笑,3.946747318490143,20.76950496868836,29,bland
96,5,3,1,0,7,Sawano Hiroyuki,戰鬥,3.0691450067321755,26.28868365180588,21,bland
187,3,3,1,1,1,Sawano Hiroyuki,戰鬥,3.6747631852826577,38.1799704314042,29,refreshing
281,2,3,0,1,5,Sawano Hiroyuki,戀愛,3.2396975628207576,26.6894238565856,38,bland
80,2,5,0,1,6,Lisa,運動,2.3506652793725475,22.741422978953146,24,bland
270,1,4,1,1,4,Chico with HoneyWorks,運動,3.3210454484468452,31.51643102386098,27,bland
228,1,1,1,1,8,Sawano Hiroyuki,搞笑,3.381284595109915,29.456666077759152,29,bland
136,4,5,0,0,1,Hoshino Gen,奇幻,3.779554663433877,15.450470633560828,36,bland
67,2,2,1,1,0,Kenshi Yonezu,戰鬥,3.8628683683674927,20.074295526903207,30,bland
207,5,3,0,1,1,Sawano Hiroyuki,戰鬥,4.192266928925433,16.088073304289605,29,masterpiece
260,1,1,0,1,5,Hoshino Gen,戀愛,3.739533001443501,29.513490236143458,28,bland
70,6,5,0,1,5,Mukai Taichi,奇幻,3.5426103802506312,25.94901381763253,33,bland
184,2,3,1,0,1,Kenshi Yonezu,戰鬥,3.2235826320704244,27.93536136598109,22,bland
150,2,5,0,1,5,Chico with HoneyWorks,運動,3.407732786089045,11.569620657233749,28,bland
140,5,5,0,0,4,Mukai Taichi,戰鬥,3.3190476536876696,20.1550635216826,28,bland
283,6,4,0,0,8,Kenshi Yonezu,戰鬥,4.314867892686772,34.42886769521711,31,bland
65,3,4,0,1,9,Sawano Hiroyuki,運動,3.8384805150630683,31.374434531244187,21,bland
104,6,5,0,0,2,Sawano Hiroyuki,運動,2.762776351591564,31.090424595313362,37,bland
164,3,5,0,0,0,Sawano Hiroyuki,搞笑,3.2112361790330772,20.91429925829418,30,bland
199,4,1,1,1,3,Eve,戰鬥,3.915520404546656,21.419887243964578,33,bland
255,6,1,0,0,4,Lisa,運動,3.382354936197822,26.444466225453386,34,bland
63,2,5,0,1,6,Hoshino Gen,運動,3.231187211172376,32.34048564649223,23,bland
83,3,1,1,0,7,Sawano Hiroyuki,搞笑,3.2149226584924664,25.151312285380328,37,bland
297,1,5,1,1,9,Kenshi Yonezu,戰鬥,4.351770040543883,27.815311355075107,26,bland
93,4,4,1,0,4,Chico with HoneyWorks,運動,3.1406265655226018,19.718595835590822,28,bland
79,4,3,1,0,6,Chico with HoneyWorks,運動,3.464054914323456,33.25387871480159,35,bland
287,1,4,1,1,2,Eve,戰鬥,2.92462811965108,29.151389575193384,22,bland
119,3,3,1,0,3,Sawano Hiroyuki,致鬱,3.2068708741417336,25.830310607617932,35,bland
257,1,2,1,0,4,Kenshi Yonezu,致鬱,3.8546701745495224,38.50186393736849,26,bland
54,1,4,0,1,2,Hoshino Gen,戰鬥,3.3876075535038,16.678191993054654,33,bland
202,4,1,1,0,5,Mukai Taichi,戀愛,2.8977161153985938,19.259599407553743,32,bland
289,5,4,1,1,4,Lisa,運動,2.65448790537529,28.372747593087478,39,bland
155,4,4,1,1,4,Mukai Taichi,戀愛,4.22813795948882,24.03068645345703,26,refreshing
170,4,4,1,1,5,Sawano Hiroyuki,戰鬥,4.0277299588788775,20.605216739796894,28,masterpiece
59,1,1,0,0,7,Mukai Taichi,運動,3.831323607010977,27.993159109616514,30,bland
160,1,3,0,0,3,Lisa,運動,3.9918031274737276,32.990425299834016,33,bland
98,4,3,0,1,4,Eve,運動,4.010105665779708,20.199845787242747,26,bland
154,3,3,1,1,5,Sawano Hiroyuki,搞笑,3.746112542449546,21.697475354828303,34,bland
186,2,5,0,0,2,Hoshino Gen,搞笑,2.855976793864855,22.130771229077354,30,bland
85,5,2,0,1,8,Eve,搞笑,3.0040771720943544,22.043076611727578,26,bland
132,2,5,0,1,0,Sawano Hiroyuki,致鬱,4.406928165393515,26.27036265110872,28,bland
251,4,3,1,0,5,Hoshino Gen,奇幻,3.3866284277799705,21.348637861741725,26,bland
134,2,5,1,0,2,Kenshi Yonezu,運動,3.858461434828527,17.355544583712778,29,bland
162,4,5,1,0,4,Kenshi Yonezu,搞笑,3.5782113781166345,31.666123174934935,24,bland
136,4,1,1,1,5,Sawano Hiroyuki,戰鬥,4.005377549455116,21.551137282022783,34,masterpiece
188,6,4,0,0,0,Hoshino Gen,運動,3.555815890588196,16.098222712025454,25,bland
54,2,5,1,1,4,Lisa,戀愛,3.9248118194420423,25.763964754872216,29,bland
95,5,1,1,0,7,Lisa,運動,3.031975689346828,21.970852655809626,33,bland
99,3,2,1,0,6,Lisa,戰鬥,4.019892739351218,14.047794331721086,35,bland
116,5,3,0,0,2,Kenshi Yonezu,懸疑,3.467381643869477,29.565017531518233,27,bland
102,1,5,0,1,6,Lisa,奇幻,3.4074884593599686,25.54649287900354,32,bland
198,6,1,1,1,5,Mukai Taichi,戰鬥,2.8940160204524017,21.036852995234895,26,bland
54,3,4,0,1,8,Sawano Hiroyuki,戰鬥,3.794215070209326,24.68917644203755,28,bland
79,1,5,1,0,3,Mukai Taichi,奇幻,3.3510336577155235,22.965436282969762,30,bland
276,4,3,1,1,0,Lisa,搞笑,2.579326849755938,29.870261088389345,27,bland
237,1,3,1,0,3,Lisa,致鬱,3.173282256628968,25.490182223900195,36,bland
268,6,2,1,0,5,Lisa,戰鬥,3.511093727082957,28.679587216230814,30,bland
137,4,5,0,0,3,Mukai Taichi,運動,2.1841860411817704,31.179383964112205,24,bland
125,5,2,1,1,1,Sawano Hiroyuki,運動,2.9049632559921057,18.95877864190222,33,bland
230,6,1,0,0,5,Kenshi Yonezu,運動,3.164966696414175,22.448776087723928,29,bland
141,2,3,1,1,2,Lisa,奇幻,2.6542577465963624,24.084194805129197,23,bland
245,2,2,0,1,1,Lisa,搞笑,2.994215650689929,30.756700885820436,26,bland
209,4,5,0,1,0,Sawano Hiroyuki,運動,3.3496270043449443,29.478930424568883,25,bland
85,2,5,1,0,7,Hoshino Gen,運動,3.5551017090562893,27.80305294846599,29,bland
237,3,2,0,0,9,Kenshi Yonezu,運動,3.428576254723114,26.864086352370723,29,bland
66,6,5,0,1,3,Lisa,懸疑,3.5263357423159465,30.744902596041936,26,bland
62,4,2,0,0,9,Sawano Hiroyuki,戀愛,3.5314677037640827,19.31392215759486,28,bland
194,1,2,1,1,9,Hoshino Gen,運動,3.468268587426668,22.47860540174019,29,bland
92,5,1,1,1,4,Chico with HoneyWorks,戰鬥,3.605017170340104,17.55697475913813,30,bland
78,1,1,0,0,2,Eve,戰鬥,3.8281078512423803,21.890168317433066,23,bland
213,1,3,1,0,8,Sawano Hiroyuki,搞笑,3.1713664784813194,31.883027421400957,24,bland
273,4,5,0,1,9,Mukai Taichi,戰鬥,3.4701946685239027,25.605635355861576,27,bland
59,5,5,1,0,1,Hoshino Gen,奇幻,4.149268580103586,24.164536766430096,32,bland
79,2,1,0,1,6,Mukai Taichi,致鬱,3.2754947333556195,24.543356921209927,32,bland
291,2,1,1,0,8,Sawano Hiroyuki,運動,3.636954833292633,21.17849587161765,23,bland
168,4,3,0,1,2,Lisa,搞笑,4.149178945691505,23.67254866132309,27,refreshing
202,4,1,0,1,0,Kenshi Yonezu,運動,3.773511869500546,29.694819004654825,31,bland
89,5,1,0,1,6,Kenshi Yonezu,致鬱,4.412767621026182,30.821764279183345,29,refreshing
75,6,3,0,1,3,Lisa,戀愛,3.294800054319005,25.545424599036817,23,bland
52,2,5,1,1,5,Sawano Hiroyuki,戰鬥,3.6123371878774932,19.964495751509958,32,bland
204,1,5,1,0,7,Sawano Hiroyuki,運動,2.9094279910632492,23.95518582078793,26,bland
127,3,5,1,1,6,Sawano Hiroyuki,懸疑,2.9579056358460862,30.084595638159666,33,bland
151,4,1,0,1,3,Lisa,致鬱,2.9328534912625734,19.37081190642372,31,bland
88,5,4,1,0,7,Mukai Taichi,運動,2.7509381412816296,18.815477136820064,36,bland
111,4,5,0,1,8,Lisa,奇幻,4.427479341849821,20.373411807156437,24,bland
252,1,3,0,1,6,Lisa,懸疑,3.5476176899969154,18.71008695627671,35,bland
286,2,1,0,0,7,Hoshino Gen,搞笑,3.3594395703776514,31.93368011867652,21,bland
123,6,2,0,1,8,Sawano Hiroyuki,運動,3.164738115095524,29.24803657747043,28,bland
101,6,5,0,1,4,Sawano Hiroyuki,奇幻,3.712215830803176,29.66042094650574,39,bland
258,2,1,0,0,2,Sawano Hiroyuki,懸疑,2.7082265591700936,18.847992939748423,32,bland
291,2,5,0,0,6,Mukai Taichi,致鬱,2.595284088849543,17.764168946868203,31,bland
284,5,2,1,0,2,Sawano Hiroyuki,戰鬥,3.6515805554313134,36.31394325345057,37,bland
61,1,1,0,0,5,Kenshi Yonezu,戰鬥,3.6533010540965725,30.226595919085298,25,bland
139,2,2,1,0,2,Sawano Hiroyuki,運動,3.7148440498451754,20.237488984569133,31,bland
226,4,2,0,0,7,Mukai Taichi,奇幻,4.014785507151563,26.548518282219202,30,bland
274,5,4,1,1,6,Lisa,運動,3.2862369357217958,25.911811392502855,26,bland
111,5,2,0,0,8,Chico with HoneyWorks,運動,3.6077634702070447,27.73670968961354,26,bland
154,4,3,0,0,0,Lisa,運動,3.3995300848454386,28.38974210271252,25,bland
105,1,1,1,0,4,Sawano Hiroyuki,致鬱,2.8389137405409546,26.510363223488024,20,bland
52,2,4,0,0,0,Lisa,戀愛,4.075650057239413,21.477766400650935,30,bland
291,2,2,0,1,6,Hoshino Gen,懸疑,3.9970925235714097,28.206133222744928,28,refreshing
63,6,3,1,0,0,Hoshino Gen,戰鬥,4.0407825253572325,17.1019774760572,25,bland
243,2,1,1,1,6,Hoshino Gen,運動,3.2879439948046008,31.530154248856803,30,bland
297,6,5,1,0,5,Lisa,運動,3.604875792230278,34.068947088018845,37,bland
232,3,4,1,1,4,Sawano Hiroyuki,奇幻,3.2936767703199634,16.89480683393333,22,bland
133,3,4,0,0,1,Mukai Taichi,戰鬥,3.492423275487789,16.555327879482384,26,bland
244,3,5,1,0,7,Sawano Hiroyuki,戰鬥,2.8099631881573917,24.58344540280758,27,bland
151,3,3,1,0,5,Hoshino Gen,戰鬥,4.445383066509494,23.943158716613166,33,bland
136,6,2,1,0,1,Lisa,運動,4.232488898719633,18.729416673048014,30,bland
107,4,5,1,0,5,Sawano Hiroyuki,戰鬥,3.2890205099402854,22.214564275224422,27,bland
249,5,3,0,1,3,Lisa,奇幻,3.136981757146119,31.392107457047715,22,bland
265,3,2,1,0,6,Sawano Hiroyuki,戰鬥,3.9909468814125995,19.71752710173019,27,bland
298,4,3,1,0,3,Lisa,戀愛,3.884834618870123,26.91369728317219,39,bland
200,4,1,1,0,9,Kenshi Yonezu,搞笑,4.0189188013253325,22.475243174084106,33,bland
88,5,5,0,0,3,Lisa,戰鬥,2.821714169235327,30.671108388212804,24,bland
223,2,2,0,0,6,Mukai Taichi,戰鬥,4.132810786427919,26.408471189869005,21,bland
224,4,4,0,1,3,Hoshino Gen,致鬱,3.14021689685631,21.27736551816782,38,bland
203,3,2,1,0,7,Lisa,致鬱,3.290491674278427,23.367646417548986,25,bland
52,1,2,1,0,3,Sawano Hiroyuki,懸疑,3.004673324820124,19.15200111861123,25,bland
249,4,4,0,0,0,Lisa,戰鬥,2.8470417345082755,29.80003037959125,23,bland
297,1,4,0,1,7,Lisa,搞笑,2.764085625754296,26.50109271253497,26,bland
217,4,3,0,1,7,Eve,懸疑,3.348100215165466,24.128928587784447,28,bland
284,6,5,1,0,5,Sawano Hiroyuki,搞笑,3.6815371965595984,19.244802410671955,31,bland
57,4,5,1,0,1,Sawano Hiroyuki,戰鬥,3.3825419871169866,30.92365594405922,26,bland
256,2,4,1,1,2,Sawano Hiroyuki,戰鬥,4.339765413121567,14.231002530148526,27,masterpiece
184,6,1,0,0,1,Eve,戰鬥,2.9921146456322347,21.14268028330242,32,bland
183,6,5,0,0,8,Eve,戰鬥,2.313792563669641,25.388246942288934,29,bland
239,1,2,0,1,3,Hoshino Gen,戰鬥,3.560555248917223,26.46708368445814,30,bland
171,4,3,0,1,0,Sawano Hiroyuki,致鬱,3.8294907501767503,24.21110047708977,24,bland
105,5,2,1,1,5,Sawano Hiroyuki,運動,4.1273510074128525,27.3884318871706,26,bland
299,5,5,1,1,5,Sawano Hiroyuki,戰鬥,4.165789251573012,27.20648091089593,21,masterpiece
56,2,3,0,1,0,Lisa,運動,4.195768645376457,23.3560316587062,40,bland
140,6,2,0,0,7,Lisa,戰鬥,3.4668394165875047,21.662261497820705,26,bland
256,3,1,0,0,2,Eve,運動,3.1777833146381687,30.985104959160463,33,bland
95,3,3,1,0,4,Sawano Hiroyuki,運動,3.650892641020822,31.61474363138729,31,bland
163,6,2,1,0,2,Chico with HoneyWorks,運動,3.6672353109797258,23.25467325339902,34,bland
135,4,5,1,1,5,Chico with HoneyWorks,戰鬥,3.6372150098938842,31.13100944042272,22,bland
218,1,5,0,0,4,Lisa,致鬱,2.9971409451472044,15.093651195077895,27,bland
237,3,2,1,1,6,Lisa,戰鬥,4.158518906309397,26.20853064385401,28,masterpiece
98,5,2,1,0,6,Eve,運動,3.589651528308976,23.073278430035916,23,bland
186,1,1,0,0,4,Kenshi Yonezu,運動,3.4561432864236337,29.51056225245245,28,bland
163,3,2,1,1,4,Lisa,奇幻,3.926333972643115,28.372752795066503,28,bland
281,5,3,1,0,1,Sawano Hiroyuki,奇幻,3.2748228653743086,22.91904672861438,33,bland
282,5,1,1,0,8,Sawano Hiroyuki,奇幻,2.921671353239023,11.386612741212232,21,bland
266,4,5,0,1,1,Lisa,運動,4.028417918641696,24.17212807464086,19,masterpiece
244,3,2,0,1,9,Chico with HoneyWorks,搞笑,3.0589035774692594,25.302958376560948,32,bland
117,6,2,1,0,7,Lisa,懸疑,3.167139486662739,20.446794010821733,23,bland
276,3,3,0,0,8,Lisa,搞笑,2.827641556508128,22.590516181487068,28,bland
157,6,2,1,1,3,Chico with HoneyWorks,搞笑,3.4905560210098234,27.006072479953023,28,bland
195,2,2,1,1,1,Lisa,運動,3.4095041839569205,19.292105301097326,31,bland
249,2,1,1,0,9,Lisa,運動,3.9100431144574097,22.17752524428764,33,bland
269,3,4,0,0,6,Lisa,搞笑,3.029555779176396,26.371365502983416,31,bland
203,3,1,0,0,8,Kenshi Yonezu,戰鬥,3.502976871188555,23.600082514385512,36,bland
76,3,4,0,0,9,Sawano Hiroyuki,戀愛,3.7094462177928573,28.483279442107253,23,bland
220,6,4,0,1,7,Sawano Hiroyuki,戰鬥,4.2828406059860535,26.081505485792608,39,masterpiece
186,1,2,1,0,7,Eve,致鬱,3.510352021485513,24.873639918631678,32,bland
264,4,1,1,0,2,Lisa,戰鬥,3.8351572672153496,26.56188481240314,22,bland
88,4,2,0,0,6,Sawano Hiroyuki,運動,3.0242657915239524,26.665153286103585,32,bland
178,5,1,1,1,7,Sawano Hiroyuki,戰鬥,3.8931600688795225,22.569263342163556,28,masterpiece
101,3,1,1,1,8,Lisa,奇幻,2.4182182420206484,23.825627315424153,26,bland
218,5,3,1,1,8,Kenshi Yonezu,奇幻,2.7522899638580034,26.568694602160463,38,bland
269,3,4,0,1,4,Mukai Taichi,運動,3.788509305118476,26.01741037995244,26,bland
