studio_staff_num,screenplay_writer_num,#seasons,is_airing,in_seiyuu_rank,author,theme_singer,style,avg_rating,avg_ep_length,character_num,class
66,3,1,0,1,3,Lisa,運動,3.8212953177513294,27.672729104349564,33,bland
227,4,4,1,0,1,Lisa,戰鬥,3.8177601614938674,22.015463979347583,23,bland
265,2,5,1,0,1,Chico with HoneyWorks,戰鬥,3.8853595009017163,23.203636881570166,38,bland
274,1,4,0,0,5,Sawano Hiroyuki,戰鬥,3.7301020966823892,21.72121680022536,43,bland
218,3,5,1,1,2,Mukai Taichi,懸疑,2.7632174671156235,22.93002264759002,25,bland
126,2,5,0,1,5,Chico with HoneyWorks,戀愛,2.603152853253082,18.880697868620846,41,bland
196,4,1,0,1,6,Lisa,運動,2.8171053085959232,25.185255957481058,34,bland
257,4,1,1,0,8,Kenshi Yonezu,致鬱,4.278053808595655,16.898263001677527,33,bland
197,3,3,1,1,6,Lisa,奇幻,3.032687338190037,30.78015918386738,29,bland
140,4,2,0,1,4,Sawano Hiroyuki,運動,3.1959074346374514,26.66079243665575,22,bland
255,1,4,1,0,0,Lisa,戀愛,3.9326658576353686,21.181098529880273,27,masterpiece
217,2,4,0,0,8,Eve,懸疑,4.154999888754896,26.46510101364259,30,bland
161,2,4,1,1,4,Sawano Hiroyuki,搞笑,3.9787627867963042,23.225877799057482,26,bland
194,4,5,0,0,3,Sawano Hiroyuki,戰鬥,3.945940952623576,25.737684420758963,28,masterpiece
132,4,2,0,0,1,Mukai Taichi,搞笑,3.5762111856349152,23.166295255438065,29,bland
205,5,2,0,0,7,Kenshi Yonezu,運動,2.991656465282833,24.50756231762936,29,bland
103,5,1,1,0,2,Sawano Hiroyuki,奇幻,4.064323346009464,29.490018048871928,30,bland
58,2,3,0,1,9,Sawano Hiroyuki,戰鬥,3.360469754426956,35.3595036062371,32,bland
211,2,3,1,1,2,Lisa,運動,3.868912551615036,27.691621526895336,35,masterpiece
230,6,4,1,0,9,Lisa,戰鬥,2.9315001564149,26.345362470130326,26,masterpiece
240,1,5,0,1,3,Sawano Hiroyuki,致鬱,3.344069335147694,16.82189934711935,20,bland
241,3,3,0,1,2,Lisa,致鬱,3.6308428249983917,18.450311229498787,29,masterpiece
245,5,1,0,0,7,Lisa,奇幻,3.3211980701382884,21.814482600508136,29,bland
163,3,4,0,1,8,Sawano Hiroyuki,運動,3.5102490285926593,20.969782776031707,34,bland
236,3,3,1,0,4,Sawano Hiroyuki,戰鬥,3.824456330408193,25.924644800809872,29,bland
174,2,5,1,0,4,Lisa,戰鬥,3.067765661779694,34.00729240799026,27,bland
66,3,1,0,1,6,Lisa,運動,3.0248946587107155,25.4317600250654,34,bland
245,2,5,1,0,3,Lisa,戰鬥,3.0373515371790702,27.54228326324901,29,bland
271,2,3,1,1,2,Sawano Hiroyuki,奇幻,2.6846004063239555,17.273805972229802,25,bland
238,1,1,0,1,6,Hoshino Gen,致鬱,3.5869358785166936,27.179998166351687,29,bland
108,6,3,0,0,3,Lisa,戰鬥,3.491210920394338,25.618372324893375,23,bland
70,5,5,0,1,8,Lisa,運動,3.6349023122765636,20.54233812151207,39,bland
181,3,4,0,0,4,Lisa,運動,2.9925080562873907,24.833035402830074,24,refreshing
127,2,4,1,0,2,Lisa,戰鬥,3.5818354044858984,28.693113176580127,34,bland
225,4,1,0,1,5,Mukai Taichi,致鬱,3.4544037089623485,25.472047984784997,36,bland
252,3,5,1,0,1,Kenshi Yonezu,搞笑,2.7073721501852552,14.416088527741922,26,bland
105,5,1,1,1,3,Sawano Hiroyuki,運動,3.6185224561202345,30.13060071040646,31,bland
251,1,2,0,0,4,Hoshino Gen,奇幻,4.10613336157185,21.59626291842489,22,bland
290,5,2,0,0,0,Sawano Hiroyuki,戰鬥,2.8551299992709196,25.024602760781235,25,bland
128,5,5,0,0,7,Sawano Hiroyuki,致鬱,3.1321449096047074,31.619014750736756,24,bland
254,1,2,0,0,8,Lisa,運動,3.9350938074637662,18.983697196443764,29,bland
127,4,5,1,1,9,Mukai Taichi,戰鬥,3.2468357502159924,25.636651210471204,30,bland
279,5,4,0,0,2,Sawano Hiroyuki,運動,3.317484207454972,24.983681301843205,32,bland
98,4,5,1,0,0,Mukai Taichi,運動,4.352002306288619,27.503762445979806,34,bland
78,6,5,0,0,2,Lisa,搞笑,3.1729713300738576,19.02628113236788,35,bland
183,2,2,0,1,1,Lisa,戀愛,3.3590736119988507,34.23164422132923,32,refreshing
125,2,3,0,0,4,Lisa,致鬱,3.3577516721946523,15.164389783798422,30,masterpiece
170,2,3,1,0,7,Lisa,戰鬥,2.778158481895367,25.80278000772347,27,bland
117,5,5,0,0,7,Sawano Hiroyuki,奇幻,3.686053781834255,25.71246005829524,25,bland
66,4,5,0,1,0,Kenshi Yonezu,戰鬥,3.247874496389486,15.659417981995821,25,bland
206,2,1,0,1,1,Sawano Hiroyuki,奇幻,3.300720944066562,26.56741520113816,27,bland
173,6,1,0,0,3,Lisa,懸疑,4.436919308850134,22.77411654936714,31,bland
65,3,1,1,1,5,Sawano Hiroyuki,奇幻,3.1665173661008144,27.493431003733573,39,bland
214,1,5,0,0,0,Hoshino Gen,搞笑,3.8922526965427466,22.404978898003325,38,bland
209,1,2,0,1,0,Hoshino Gen,奇幻,3.9297484441781316,22.105600658854176,27,bland
155,5,5,1,1,8,Lisa,搞笑,3.199287454201353,27.49437026839803,29,bland
138,5,3,0,1,6,Sawano Hiroyuki,運動,3.98217023327232,25.669956151642655,29,masterpiece
271,4,1,1,0,5,Chico with HoneyWorks,致鬱,3.1751094814653844,34.361642453745475,24,bland
259,3,5,0,1,7,Sawano Hiroyuki,戰鬥,3.2073776134116674,29.736290823890606,32,bland
213,6,4,1,1,7,Sawano Hiroyuki,戰鬥,3.2984136398437327,28.106764440431913,40,bland
177,3,5,1,1,5,Sawano Hiroyuki,運動,3.796170706429797,37.569641888527755,28,bland
264,6,2,1,0,0,Sawano Hiroyuki,戀愛,3.0871254657343594,20.744882845892178,29,bland
64,4,5,1,0,7,Sawano Hiroyuki,搞笑,2.9589047206766415,27.267913013893683,28,bland
67,4,4,1,1,1,Sawano Hiroyuki,搞笑,3.535508656537686,21.16308276785201,36,refreshing
233,2,1,0,0,9,Chico with HoneyWorks,戰鬥,4.581705925871299,22.65823375054508,28,bland
271,4,3,1,1,5,Lisa,戰鬥,3.374526339441298,25.04637396920798,22,bland
265,5,2,0,0,7,Kenshi Yonezu,運動,4.98141299690468,21.139007345841836,29,bland
130,6,5,0,1,8,Lisa,致鬱,2.7613967600200318,19.54851668710161,38,bland
111,5,3,0,0,7,Hoshino Gen,致鬱,3.3459012867652467,24.583580844489255,30,masterpiece
239,2,3,0,0,9,Chico with HoneyWorks,戰鬥,3.5304308514430325,19.34930306629629,26,bland
119,4,4,1,0,2,Sawano Hiroyuki,戰鬥,4.039649077506089,28.384338752120215,24,bland
173,5,1,0,0,3,Chico with HoneyWorks,戰鬥,4.039333125054246,20.355042232467426,28,bland
109,1,4,1,0,5,Lisa,戰鬥,3.8254390979087223,27.851146598441968,29,bland
252,2,5,0,0,6,Lisa,致鬱,3.5381979172531013,15.750828066250387,28,bland
91,6,4,1,0,3,Mukai Taichi,致鬱,2.8576532171282043,26.00823285596349,23,bland
158,1,3,0,1,8,Sawano Hiroyuki,戀愛,3.2179349482282333,25.773763412520395,28,bland
264,4,3,0,0,9,Lisa,奇幻,3.2212180128406485,20.303758788972118,22,bland
216,1,3,0,0,6,Sawano Hiroyuki,戰鬥,2.5250902157400867,23.746025352018837,19,bland
193,1,1,1,1,7,Sawano Hiroyuki,戀愛,4.023650718372938,23.842963589539355,34,bland
147,2,5,0,0,9,Sawano Hiroyuki,運動,3.1835330578656773,26.253137961912913,28,bland
201,5,1,1,0,4,Lisa,戰鬥,3.3528325209335965,24.73350513479415,23,bland
222,1,1,1,1,6,Lisa,戰鬥,3.227852073674296,26.095137008919963,28,bland
288,3,5,1,0,0,Lisa,戰鬥,3.6066471184603865,31.703923516893255,29,bland
59,1,4,0,1,0,Lisa,奇幻,3.400294427394225,20.57545260227626,33,bland
244,4,3,1,1,3,Chico with HoneyWorks,運動,3.6780472361151912,33.83205589868841,34,bland
286,6,2,1,0,4,Sawano Hiroyuki,運動,3.2668821576172538,28.235289848549247,37,bland
184,6,2,1,1,2,Lisa,致鬱,3.5958546762754953,27.394105126352958,24,refreshing
67,5,4,1,1,8,Mukai Taichi,運動,2.2476884333416907,34.81580862578942,31,bland
267,4,5,0,1,4,Kenshi Yonezu,戰鬥,3.4887499911794326,23.925546367143998,31,bland
263,5,4,1,1,8,Sawano Hiroyuki,戰鬥,3.945266992637407,26.561395518605238,33,refreshing
297,5,1,0,0,6,Sawano Hiroyuki,運動,4.01259434871222,31.01751986197576,22,bland
224,1,5,0,0,1,Eve,奇幻,3.851461948893265,22.283091434949267,33,bland
159,6,1,0,0,3,Sawano Hiroyuki,戰鬥,3.766019764523661,23.980986522638805,33,bland
122,3,3,0,1,1,Chico with HoneyWorks,運動,4.130747263824947,24.049727074289986,31,refreshing
215,3,2,0,1,1,Sawano Hiroyuki,致鬱,3.4347574764554683,30.588878185909827,37,bland
187,6,4,1,1,8,Lisa,戰鬥,4.151831704087856,25.619657690795382,30,masterpiece
85,6,4,1,1,5,Hoshino Gen,戰鬥,3.423439190176284,25.926101715443018,31,bland
57,2,2,0,1,8,Hoshino Gen,戰鬥,3.5861952121436373,25.001576679868965,30,bland
120,4,4,1,0,6,Sawano Hiroyuki,運動,3.4538512376491926,17.904406888823175,27,bland
203,2,1,0,0,1,Lisa,戰鬥,4.283053128512504,29.94998176993033,25,bland
161,2,5,0,0,7,Lisa,致鬱,3.7485056394730325,23.175433469408155,35,bland
214,1,1,1,1,2,Sawano Hiroyuki,搞笑,3.827993256216574,29.235636542208717,35,bland
53,3,5,0,1,3,Eve,奇幻,3.8227908207482213,25.931472567052918,25,bland
185,4,1,1,1,1,Lisa,致鬱,3.3015448814858157,27.351430123719684,26,bland
122,1,4,0,1,0,Lisa,戀愛,3.3525818141148904,21.841907803334102,37,bland
290,4,1,0,0,5,Lisa,運動,3.294900592075906,14.933917293731705,14,bland
95,1,2,0,1,9,Kenshi Yonezu,戰鬥,2.7863741112485583,36.67878017569567,40,bland
174,1,2,0,0,7,Hoshino Gen,戰鬥,3.0818608941171655,26.077586013941126,25,bland
267,4,5,0,0,2,Kenshi Yonezu,搞笑,3.9476668054132844,22.29638579010812,28,bland
137,6,4,0,0,8,Lisa,戰鬥,3.900410774236908,25.02708808359466,32,bland
65,3,2,0,1,0,Kenshi Yonezu,奇幻,3.1468688015429658,27.930693161971835,32,bland
273,6,3,1,0,1,Lisa,戰鬥,3.1225151226185264,27.52297529085423,30,bland
86,2,4,0,0,3,Sawano Hiroyuki,奇幻,3.4056951286547856,25.196706869112948,36,bland
184,1,4,0,0,2,Hoshino Gen,運動,4.547002992703813,31.752761627720716,20,bland
76,4,1,0,0,7,Lisa,運動,2.9854325120278116,26.625331655074195,30,bland
54,3,3,0,1,7,Mukai Taichi,運動,3.4297832831863233,20.659117067148472,36,bland
100,6,1,0,1,3,Lisa,戰鬥,3.3675234557025084,18.81954724126492,26,bland
120,1,4,1,0,2,Lisa,戰鬥,4.186038833421026,24.00991392733659,23,bland
79,2,2,1,0,2,Lisa,致鬱,2.3460813879752314,19.39248833566452,32,bland
83,2,4,1,0,4,Sawano Hiroyuki,戰鬥,3.4047567050996324,21.531175564429518,31,masterpiece
53,3,3,0,0,5,Lisa,戰鬥,3.5634600193127697,20.43892836222171,33,bland
119,1,4,0,0,9,Kenshi Yonezu,運動,4.134447709120508,30.680931435354914,26,bland
298,5,1,0,1,5,Sawano Hiroyuki,搞笑,3.66337299700658,23.520018051475525,37,masterpiece
84,4,4,1,0,4,Lisa,戰鬥,3.3137471059419026,23.31500360608341,27,bland
76,5,2,1,1,0,Lisa,搞笑,3.2897883350965214,26.749505028720336,29,bland
271,1,1,1,1,8,Lisa,戰鬥,3.4623664742159415,25.439555642419144,36,bland
201,3,1,1,0,5,Lisa,運動,1.5404392053701026,26.176968169554716,23,bland
256,2,1,0,0,3,Lisa,戰鬥,4.1201496188942,26.417520822216435,27,refreshing
79,5,2,1,0,9,Sawano Hiroyuki,戰鬥,3.4484087043379743,19.84990436722402,28,bland
120,1,4,0,1,9,Lisa,運動,3.2304513526290846,20.83260039511873,24,refreshing
195,4,1,1,0,3,Kenshi Yonezu,運動,3.9465468647141915,37.74264312252322,28,bland
105,1,5,1,1,3,Mukai Taichi,戰鬥,3.2144246157866165,29.03247685626659,26,bland
286,1,5,0,0,0,Eve,奇幻,3.202062153890783,33.057526201600574,27,bland
182,1,4,1,1,3,Sawano Hiroyuki,戰鬥,2.895274468927224,26.818386369310353,24,bland
234,6,1,1,0,5,Hoshino Gen,搞笑,3.6072607800378753,23.76948129673976,35,bland
140,4,1,1,0,2,Mukai Taichi,懸疑,3.5994263729252483,26.64781652317084,35,bland
203,5,1,0,0,7,Hoshino Gen,戰鬥,3.6145379143225744,24.551297217661272,26,bland
289,3,5,0,1,2,Lisa,搞笑,3.6555458974391852,24.008957570664275,39,refreshing
73,5,4,0,1,1,Hoshino Gen,戰鬥,3.6070784299771352,22.87892610516737,28,refreshing
168,5,1,0,0,8,Hoshino Gen,搞笑,3.6093405564162278,20.749507984720157,39,bland
237,4,4,0,1,7,Sawano Hiroyuki,運動,3.4463626447921247,28.82439608018949,30,bland
282,6,5,1,1,2,Hoshino Gen,運動,4.156167610754793,28.491548327533387,25,refreshing
256,5,5,1,1,5,Lisa,懸疑,2.944383281636949,18.741756480863515,28,bland
299,2,3,0,1,8,Kenshi Yonezu,戰鬥,2.7581808839580884,25.29480108415109,22,bland
115,6,5,1,1,6,Sawano Hiroyuki,運動,2.7537784613015903,25.417073450339213,29,bland
148,2,4,0,1,3,Sawano Hiroyuki,運動,3.8710033120096523,24.773145755755287,29,masterpiece
213,2,5,0,1,3,Kenshi Yonezu,戰鬥,3.046658052329143,19.57575034609127,44,bland
181,1,1,0,1,4,Hoshino Gen,懸疑,2.6304398657463977,25.188033290424656,18,bland
140,3,1,0,0,2,Sawano Hiroyuki,運動,4.142134941714758,28.679684221471284,26,bland
187,3,4,1,1,8,Mukai Taichi,運動,3.734960721830983,16.525497001495058,23,bland
84,3,5,0,1,8,Lisa,運動,3.5440628036796253,37.05855497132349,33,bland
189,6,5,1,0,8,Hoshino Gen,運動,4.227279152710737,16.327293029312948,30,bland
171,2,2,1,1,1,Lisa,運動,2.941355108911077,27.03160504374026,29,bland
268,4,1,1,0,0,Lisa,戀愛,3.2229348868515,22.692366687960945,36,bland
153,2,2,1,1,9,Eve,搞笑,3.6570292912137163,26.143118247227108,37,bland
292,5,1,1,1,5,Sawano Hiroyuki,運動,3.6021505486057226,20.296507001669756,35,bland
259,6,4,0,0,2,Hoshino Gen,致鬱,3.914458084802054,31.813385514675574,25,bland
205,1,3,0,0,3,Sawano Hiroyuki,運動,3.859653089734066,14.623861495332289,28,bland
254,4,2,0,1,9,Kenshi Yonezu,搞笑,2.925628882913264,35.05797306533701,37,masterpiece
70,2,2,1,0,9,Sawano Hiroyuki,致鬱,3.369301002481139,20.692010886679988,29,bland
262,5,4,1,0,7,Sawano Hiroyuki,致鬱,3.0367135059257615,24.521666047116327,32,bland
289,4,1,1,0,4,Lisa,戀愛,2.691936861805525,21.178413454513777,23,bland
292,5,2,0,1,7,Lisa,戰鬥,3.354502268279679,33.1898281487752,31,bland
100,6,1,0,0,7,Hoshino Gen,運動,4.595002536369121,27.20794895507538,38,bland
233,4,3,1,1,3,Lisa,戰鬥,2.6882865658405386,24.0615696343833,25,bland
241,2,4,0,0,2,Eve,奇幻,3.3534765246987237,23.23848651333773,26,bland
300,1,2,1,1,9,Chico with HoneyWorks,懸疑,4.29580986677709,20.791799336082818,26,bland
70,2,4,0,1,1,Lisa,懸疑,3.628164918678236,20.031515944225553,25,refreshing
81,6,2,0,1,6,Sawano Hiroyuki,戀愛,2.5474472694921113,27.413962083401813,38,bland
214,5,1,1,0,8,Kenshi Yonezu,奇幻,4.097380910929684,20.13222618036506,27,bland
205,2,4,1,1,8,Lisa,奇幻,3.1339263994580073,36.97382547446938,46,bland
103,3,5,1,1,9,Mukai Taichi,戰鬥,3.567977609172796,27.214632430542796,29,bland
124,4,1,0,0,1,Hoshino Gen,奇幻,4.426752902420466,30.266918431063566,32,bland
191,1,1,1,1,2,Sawano Hiroyuki,運動,3.1223727765499354,20.21740472170216,25,bland
160,3,4,0,0,3,Sawano Hiroyuki,奇幻,3.069791511462182,30.528488086196,35,bland
71,5,3,0,1,5,Lisa,運動,4.755617461212791,25.297889523394417,31,bland
106,1,5,1,0,7,Lisa,戰鬥,2.873732963095576,18.35768721764958,33,bland
192,4,3,0,0,9,Lisa,戰鬥,3.84831658520735,25.9893619860162,27,bland
126,1,2,1,1,0,Kenshi Yonezu,搞笑,3.1972291523418055,19.432671003491627,31,bland
54,6,4,1,0,0,Lisa,運動,3.1082923858929963,27.06153863607109,34,bland
192,2,3,1,1,7,Hoshino Gen,搞笑,3.5766892417940106,28.351337398100576,20,bland
60,5,2,0,0,9,Hoshino Gen,運動,3.5112562391953577,21.344037899973973,34,bland
79,3,5,1,0,1,Sawano Hiroyuki,戰鬥,4.228769845356356,23.884468234294115,30,bland
90,5,5,0,0,7,Hoshino Gen,戰鬥,3.382670571318807,29.76300519419344,33,bland
286,5,2,1,1,1,Sawano Hiroyuki,運動,4.178335504747186,23.228714583499162,33,masterpiece
72,4,1,0,0,6,Mukai Taichi,戰鬥,2.631217674533814,25.717372763713314,32,bland
248,3,5,0,1,4,Hoshino Gen,致鬱,3.6469633195450193,19.059177859870523,37,bland
196,2,4,0,0,9,Sawano Hiroyuki,戰鬥,3.330406504477848,32.510316190753855,27,bland
139,1,1,0,1,8,Lisa,戰鬥,3.795211770621293,32.89316673666749,28,bland
136,6,4,0,1,9,Lisa,戰鬥,4.247332898575709,24.89994115997043,37,masterpiece
58,1,1,0,1,9,Kenshi Yonezu,奇幻,3.428886820230467,17.92883843797658,26,bland
291,6,4,1,0,7,Lisa,戰鬥,2.4985460156902013,35.30510673864571,38,bland
250,4,2,1,0,3,Lisa,運動,3.327927254355722,25.77296426290445,29,bland
162,4,1,1,0,3,Lisa,奇幻,3.377744594557652,20.775892179973035,23,bland
165,6,4,0,1,9,Hoshino Gen,戰鬥,3.764301438782095,21.796587813509774,33,bland
277,2,4,0,0,1,Mukai Taichi,致鬱,3.73795290356862,21.472287272242383,23,bland
75,4,5,1,1,3,Lisa,戰鬥,3.7083338304654205,20.40138735056799,27,bland
174,5,4,1,0,0,Kenshi Yonezu,懸疑,3.3341521485881827,27.951857000818876,28,bland
136,5,2,1,1,6,Sawano Hiroyuki,致鬱,4.153773710542788,22.604904180802883,22,bland
78,5,2,1,0,5,Lisa,戰鬥,4.672385494997711,23.004395494794522,32,bland
84,2,2,1,0,1,Mukai Taichi,戀愛,3.223024149112598,20.961073753787105,26,masterpiece
131,4,4,0,0,5,Mukai Taichi,運動,3.330476679275541,26.272171402913717,29,bland
252,5,3,0,0,9,Lisa,運動,2.7008408024414843,31.603260615679865,31,bland
117,1,1,0,1,8,Sawano Hiroyuki,戀愛,3.756131769847415,31.22226157568532,33,bland
137,5,4,1,1,3,Mukai Taichi,運動,4.136572146657724,18.450870417950497,31,bland
148,3,1,0,0,7,Hoshino Gen,戰鬥,3.242913925374386,26.318881890365855,27,bland
98,4,5,0,1,6,Mukai Taichi,戰鬥,2.964965460189375,24.749258298380454,23,bland
274,6,5,1,1,6,Kenshi Yonezu,戰鬥,3.276591922027696,21.79619274116602,37,masterpiece
278,6,5,1,1,2,Hoshino Gen,戰鬥,3.817428498757969,18.446771783915807,31,refreshing
63,4,3,1,1,0,Sawano Hiroyuki,戰鬥,2.9760729817823464,21.333494648998382,30,bland
244,5,5,0,0,5,Sawano Hiroyuki,奇幻,3.3680796874225516,29.7244200038194,31,bland
273,3,5,0,0,0,Sawano Hiroyuki,戰鬥,3.632590464619705,23.718712834003647,18,bland
146,3,1,1,0,9,Hoshino Gen,奇幻,3.71568857219998,28.369188929815863,24,bland
254,6,2,1,1,0,Lisa,戰鬥,3.74444464174237,23.736360454856896,20,bland
299,5,4,1,1,9,Kenshi Yonezu,戀愛,3.9627492915541027,29.931219531154632,23,refreshing
198,6,4,1,1,2,Chico with HoneyWorks,戰鬥,4.6650769269833585,25.206595670459823,30,refreshing
288,6,4,0,0,9,Sawano Hiroyuki,運動,3.767706991772512,23.27482404574208,32,bland
285,4,5,1,1,6,Sawano Hiroyuki,戰鬥,3.883437021701299,29.650930458991837,30,masterpiece
252,1,4,1,0,4,Lisa,運動,2.8454151826877077,29.418995381123327,30,bland
95,4,3,0,0,2,Kenshi Yonezu,戰鬥,2.4850265738169313,23.749648242660538,22,bland
147,4,2,1,1,1,Sawano Hiroyuki,戰鬥,3.587487656925536,32.16158690110781,30,refreshing
118,6,3,0,1,9,Lisa,戰鬥,4.303772937313177,23.424221258508656,34,bland
198,6,5,0,0,2,Sawano Hiroyuki,懸疑,3.719790051520125,26.433247776599504,32,bland
167,6,4,1,0,0,Hoshino Gen,運動,4.2881116316188095,30.167682640707046,34,bland
219,2,3,0,0,9,Sawano Hiroyuki,懸疑,3.1694115950948283,33.51036458706208,28,bland
241,2,2,0,1,5,Chico with HoneyWorks,戰鬥,3.080851181386052,31.13859332653965,33,bland
148,3,1,0,0,4,Lisa,奇幻,3.334217639586819,32.2719312012489,30,bland
130,2,3,0,1,9,Lisa,戰鬥,3.080124716052028,27.671075571447275,36,bland
100,1,1,0,0,5,Mukai Taichi,戰鬥,3.169959120418419,29.318296674160386,23,bland
272,3,2,1,1,3,Lisa,致鬱,2.942637033660012,25.423254225844016,30,bland
201,1,3,0,1,3,Sawano Hiroyuki,搞笑,3.297951156042624,25.11760216514932,29,bland
125,4,2,0,0,0,Lisa,懸疑,4.172431912213278,17.874816710056656,22,bland
114,1,5,0,1,7,Sawano Hiroyuki,戀愛,3.961882445364657,24.687319956504634,30,bland
290,5,3,0,1,6,Lisa,搞笑,3.7117925614872562,23.494884126383024,26,bland
85,5,1,1,1,1,Sawano Hiroyuki,戰鬥,3.150901947317237,28.510411463351893,31,bland
189,4,1,1,0,4,Mukai Taichi,戰鬥,3.27204141014814,32.4865804776909,24,bland
174,1,1,1,1,4,Sawano Hiroyuki,致鬱,3.5790639070990435,19.200806034364405,30,refreshing
235,4,1,0,0,1,Sawano Hiroyuki,懸疑,4.657898320284755,27.228372100892464,35,bland
247,2,5,0,1,4,Hoshino Gen,搞笑,3.3374009854416453,11.645682798188169,29,bland
157,3,3,0,1,1,Mukai Taichi,運動,3.8669979003331627,28.019127570622743,29,refreshing
266,3,1,1,1,6,Sawano Hiroyuki,戀愛,3.240797854287327,28.61783661065902,26,bland
164,2,3,1,0,8,Mukai Taichi,懸疑,2.760736591767215,14.737408871023096,28,masterpiece
253,2,4,0,0,2,Sawano Hiroyuki,運動,3.798601714188047,26.59476495172795,32,bland
139,1,3,0,1,8,Mukai Taichi,懸疑,2.90497870828268,18.005010477286255,27,bland
176,5,3,1,0,1,Kenshi Yonezu,搞笑,3.675762159837263,21.70654377766002,30,bland
120,1,5,0,0,2,Eve,戰鬥,3.872303302026878,29.463036766473124,26,bland
283,5,1,0,1,5,Lisa,運動,3.322723452609448,27.61725278135674,36,bland
248,2,3,0,1,5,Hoshino Gen,戰鬥,2.842062396329732,24.929375173318466,25,bland
124,4,3,0,0,6,Sawano Hiroyuki,戰鬥,3.5906524486637448,25.672720965140517,31,bland
236,3,1,1,0,3,Lisa,運動,3.6462586176793246,23.275472845334203,37,bland
77,2,1,0,0,0,Lisa,搞笑,3.556886213157987,21.487645421748642,34,bland
110,6,2,1,1,4,Mukai Taichi,奇幻,2.192486591744373,28.593416584825945,28,bland
178,3,3,0,0,9,Sawano Hiroyuki,奇幻,3.397566992466723,19.730659326754036,33,bland
54,1,1,1,0,9,Sawano Hiroyuki,戰鬥,2.8299325349332825,34.745897126902676,34,bland
70,5,4,1,1,8,Hoshino Gen,戰鬥,2.976400139009855,24.324066557652802,26,bland
120,5,1,0,0,6,Eve,運動,3.327102576602753,25.48003677964122,25,bland
50,1,2,1,0,8,Sawano Hiroyuki,搞笑,3.8145539371030335,29.7172924761251,33,bland
108,3,2,1,1,8,Sawano Hiroyuki,戰鬥,3.082526282326636,25.46850421095321,39,bland
54,4,2,0,1,9,Sawano Hiroyuki,運動,4.184675909431429,25.854874939026796,27,bland
169,6,5,1,0,9,Sawano Hiroyuki,戰鬥,3.8661775760295054,22.981643688041892,36,bland
129,5,5,1,1,0,Kenshi Yonezu,運動,2.9298927331391496,20.750185727309177,30,bland
113,1,5,1,1,0,Sawano Hiroyuki,運動,4.114765812486455,25.080124449843467,23,bland
218,4,5,1,1,2,Sawano Hiroyuki,搞笑,2.781307066452931,23.384547660197025,33,bland
250,2,2,0,0,0,Sawano Hiroyuki,搞笑,2.9991637917776837,17.420955494644915,36,bland
292,6,5,0,1,4,Lisa,戰鬥,3.10845094859173,19.441173514353657,35,bland
189,4,2,0,1,9,Chico with HoneyWorks,戰鬥,3.10690716488637,38.8087751540192,25,bland
